set,dec_accuracy_mean,rate_loss_mean,dec_accuracy_std,rate_loss_std,dec_accuracy_n,rate_loss_n
test,0.8248333333333333,1.1553953091303508,0.007792517778826923,0.16953527153765374,3,3
train,0.9172166666666667,0.6218808889389038,0.008022247710793618,0.019994120523951175,3,3
