,set,dec_accuracy,rate_loss,subject
0,test,0.821,1.1137994527816772,0
1,train,0.912325,0.6070036888122559,0
0,test,0.8197,1.3418571949005127,1
1,train,0.926475,0.6140300631523132,1
0,test,0.8338,1.0105292797088623,2
1,train,0.91285,0.6446089148521423,2
