,type,mean,var,guess_rate,lapse_rate,model,set,subject
0,4,,,,,,train,0
1,2,13.767374036143329,1.254822586528384,0.049999999999999996,0.049999999999999996,PsychometricCurve(model='wh'),train,0
2,1,13.747496363933333,1.421043946175553,0.049999999999999996,0.04999999999999995,PsychometricCurve(model='wh'),train,0
3,3,13.811964387985823,1.3094071586409963,0.04999999999999999,0.04999999999999976,PsychometricCurve(model='wh'),train,0
4,5,13.6499434376403,1.089019315034612,0.049999999999999996,0.04999999999999698,PsychometricCurve(model='wh'),train,0
5,5,13.985919627639277,3.941837543149475,0.04999999822174544,0.049999964053997564,PsychometricCurve(model='wh'),test,0
6,2,14.482684724860652,4.877941384649091,0.010000002301462986,0.0499999999970141,PsychometricCurve(model='wh'),test,0
7,1,14.867158811167858,5.1185555256733855,0.04999999999999872,0.010000000014569084,PsychometricCurve(model='wh'),test,0
8,4,14.046817138589603,3.6569353178759205,0.010000000000056452,0.04999999999999998,PsychometricCurve(model='wh'),test,0
9,3,14.560791074332142,3.570963829303569,0.04999999999985265,0.010000078046552533,PsychometricCurve(model='wh'),test,0
10,4,13.45748218370849,3.061325793540255,0.049999982656252266,0.049999999922937736,PsychometricCurve(model='wh'),train,1
11,2,13.457803158880564,3.4454352564674955,0.010000004023729178,0.04999999999905206,PsychometricCurve(model='wh'),train,1
12,1,13.577342734721617,4.075135516110801,0.04859858816718096,0.04999999999902408,PsychometricCurve(model='wh'),train,1
13,3,13.350090790781653,3.15281705926574,0.010000000075347975,0.04999999999999953,PsychometricCurve(model='wh'),train,1
14,5,13.096329505882572,2.9826405383659256,0.04999999999003182,0.049999994201287506,PsychometricCurve(model='wh'),train,1
15,5,12.838238208129559,3.985902443020509,0.010000000000261657,0.049999999999798636,PsychometricCurve(model='wh'),test,1
16,2,13.482822146791321,4.2437280460617215,0.010000000000042917,0.049999999999999996,PsychometricCurve(model='wh'),test,1
17,1,14.059838414267142,5.162393313949559,0.04999999999999998,0.010000000000529046,PsychometricCurve(model='wh'),test,1
18,4,13.213234706283995,3.7420269556011694,0.01000000000628577,0.049999999999939655,PsychometricCurve(model='wh'),test,1
19,3,13.581346515486999,4.134297022857159,0.010000001617252155,0.01101151631373826,PsychometricCurve(model='wh'),test,1
20,4,13.694489354205624,1.4122810055661055,0.04999999999988125,0.04999999999999407,PsychometricCurve(model='wh'),train,2
21,2,13.732434166239463,1.249608806050265,0.049999999999999996,0.049999999999999996,PsychometricCurve(model='wh'),train,2
22,1,13.596016076267514,1.1268128099367363,0.049999999999999996,0.049999999999999996,PsychometricCurve(model='wh'),train,2
23,3,13.714598581709224,1.3330527988407987,0.04999999999999967,0.049999999999988366,PsychometricCurve(model='wh'),train,2
24,5,13.54385753501452,1.1761546777252005,0.04999999999999995,0.049999999999081036,PsychometricCurve(model='wh'),train,2
25,5,13.445881174070138,3.2309198827454,0.01000000189570222,0.049999999894571864,PsychometricCurve(model='wh'),test,2
26,2,14.856174653636486,5.244521812917638,0.012484906630351077,0.010000009642177418,PsychometricCurve(model='wh'),test,2
27,1,14.048139270009873,4.932023581969848,0.010000000048609863,0.04999999999999925,PsychometricCurve(model='wh'),test,2
28,4,14.239716853476695,3.4837799625430903,0.04999999799940485,0.020815741668795545,PsychometricCurve(model='wh'),test,2
29,3,14.294149471722461,3.412001360769694,0.0499999999999941,0.01000000051447863,PsychometricCurve(model='wh'),test,2
