,agg_y_rate,type,preds_dec,set,subject,model_name,dataset_name
44,14,1,0.5516166,test,0,early_integration,very_hard
45,14,2,0.5636019,test,0,early_integration,very_hard
46,14,3,0.56570745,test,0,early_integration,very_hard
47,14,4,0.5230786,test,0,early_integration,very_hard
48,14,5,0.56752944,test,0,early_integration,very_hard
49,15,1,0.61921155,test,0,early_integration,very_hard
50,15,2,0.6524095,test,0,early_integration,very_hard
51,15,3,0.6824668,test,0,early_integration,very_hard
52,15,4,0.6626827,test,0,early_integration,very_hard
53,15,5,0.6961694,test,0,early_integration,very_hard
54,16,1,0.74300635,test,0,early_integration,very_hard
55,16,2,0.71340144,test,0,early_integration,very_hard
56,16,3,0.809484,test,0,early_integration,very_hard
57,16,4,0.76206064,test,0,early_integration,very_hard
58,11,1,0.09436341,train,1,early_integration,very_hard
59,11,2,0.0825676,train,1,early_integration,very_hard
60,11,3,0.07287099,train,1,early_integration,very_hard
61,11,4,0.073317476,train,1,early_integration,very_hard
62,11,5,0.11630087,train,1,early_integration,very_hard
63,12,1,0.13010497,train,1,early_integration,very_hard
64,12,2,0.12595062,train,1,early_integration,very_hard
65,12,3,0.09752805,train,1,early_integration,very_hard
66,12,4,0.116814025,train,1,early_integration,very_hard
67,12,5,0.12524958,train,1,early_integration,very_hard
68,13,1,0.16872218,train,1,early_integration,very_hard
69,13,2,0.15652272,train,1,early_integration,very_hard
70,13,3,0.16699202,train,1,early_integration,very_hard
71,13,4,0.17307407,train,1,early_integration,very_hard
72,13,5,0.1776879,train,1,early_integration,very_hard
73,14,1,0.77022237,train,1,early_integration,very_hard
74,14,2,0.7777354,train,1,early_integration,very_hard
75,14,3,0.789067,train,1,early_integration,very_hard
76,14,4,0.7719353,train,1,early_integration,very_hard
77,14,5,0.7863291,train,1,early_integration,very_hard
78,15,1,0.8164003,train,1,early_integration,very_hard
79,15,2,0.8175652,train,1,early_integration,very_hard
80,15,3,0.8293389,train,1,early_integration,very_hard
81,15,4,0.8012303,train,1,early_integration,very_hard
82,15,5,0.85170144,train,1,early_integration,very_hard
83,16,1,0.8457912,train,1,early_integration,very_hard
84,16,2,0.86902964,train,1,early_integration,very_hard
85,16,3,0.85008436,train,1,early_integration,very_hard
86,16,4,0.85950583,train,1,early_integration,very_hard
87,11,1,0.2794624,test,1,early_integration,very_hard
88,11,2,0.21909879,test,1,early_integration,very_hard
89,11,3,0.16676015,test,1,early_integration,very_hard
90,11,4,0.18563722,test,1,early_integration,very_hard
91,11,5,0.21773331,test,1,early_integration,very_hard
92,12,1,0.31006572,test,1,early_integration,very_hard
93,12,2,0.285481,test,1,early_integration,very_hard
94,12,3,0.28084219,test,1,early_integration,very_hard
95,12,4,0.2908953,test,1,early_integration,very_hard
96,12,5,0.31235138,test,1,early_integration,very_hard
97,13,1,0.3875631,test,1,early_integration,very_hard
98,13,2,0.402089,test,1,early_integration,very_hard
99,13,3,0.38856763,test,1,early_integration,very_hard
100,13,4,0.35002267,test,1,early_integration,very_hard
101,13,5,0.37317064,test,1,early_integration,very_hard
102,14,1,0.47138587,test,1,early_integration,very_hard
103,14,2,0.47280675,test,1,early_integration,very_hard
104,14,3,0.4816123,test,1,early_integration,very_hard
105,14,4,0.4701885,test,1,early_integration,very_hard
106,14,5,0.52343893,test,1,early_integration,very_hard
107,15,1,0.5298223,test,1,early_integration,very_hard
108,15,2,0.5370366,test,1,early_integration,very_hard
109,15,3,0.6202373,test,1,early_integration,very_hard
110,15,4,0.53983194,test,1,early_integration,very_hard
111,15,5,0.55959517,test,1,early_integration,very_hard
112,16,1,0.6129083,test,1,early_integration,very_hard
113,16,2,0.65681773,test,1,early_integration,very_hard
114,16,3,0.69787174,test,1,early_integration,very_hard
115,16,4,0.6146643,test,1,early_integration,very_hard
116,11,1,0.06852453,train,2,early_integration,very_hard
117,11,2,0.10847344,train,2,early_integration,very_hard
118,11,3,0.06202043,train,2,early_integration,very_hard
119,11,4,0.07283952,train,2,early_integration,very_hard
120,11,5,0.09804668,train,2,early_integration,very_hard
121,12,1,0.102487825,train,2,early_integration,very_hard
122,12,2,0.16826466,train,2,early_integration,very_hard
123,12,3,0.11621093,train,2,early_integration,very_hard
124,12,4,0.10742019,train,2,early_integration,very_hard
125,12,5,0.14309922,train,2,early_integration,very_hard
126,13,1,0.14079784,train,2,early_integration,very_hard
127,13,2,0.27256593,train,2,early_integration,very_hard
128,13,3,0.237667,train,2,early_integration,very_hard
129,13,4,0.21822318,train,2,early_integration,very_hard
130,13,5,0.2425458,train,2,early_integration,very_hard
131,14,1,0.58729506,train,2,early_integration,very_hard
132,14,2,0.69216573,train,2,early_integration,very_hard
133,14,3,0.65602297,train,2,early_integration,very_hard
134,14,4,0.63855094,train,2,early_integration,very_hard
135,14,5,0.64295936,train,2,early_integration,very_hard
136,15,1,0.7420415,train,2,early_integration,very_hard
137,15,2,0.78600234,train,2,early_integration,very_hard
138,15,3,0.8003785,train,2,early_integration,very_hard
139,15,4,0.7517642,train,2,early_integration,very_hard
140,15,5,0.81371576,train,2,early_integration,very_hard
141,16,1,0.8048016,train,2,early_integration,very_hard
142,16,2,0.8589584,train,2,early_integration,very_hard
143,16,3,0.8669221,train,2,early_integration,very_hard
144,16,4,0.86582404,train,2,early_integration,very_hard
145,11,1,0.13609745,test,2,early_integration,very_hard
146,11,2,0.26669824,test,2,early_integration,very_hard
147,11,3,0.15387785,test,2,early_integration,very_hard
148,11,4,0.14265229,test,2,early_integration,very_hard
149,11,5,0.14091685,test,2,early_integration,very_hard
150,12,1,0.2208642,test,2,early_integration,very_hard
151,12,2,0.31681624,test,2,early_integration,very_hard
152,12,3,0.21246691,test,2,early_integration,very_hard
153,12,4,0.22338034,test,2,early_integration,very_hard
154,12,5,0.24962792,test,2,early_integration,very_hard
155,13,1,0.29725218,test,2,early_integration,very_hard
156,13,2,0.4419048,test,2,early_integration,very_hard
157,13,3,0.32845443,test,2,early_integration,very_hard
158,13,4,0.32971516,test,2,early_integration,very_hard
159,13,5,0.36203852,test,2,early_integration,very_hard
160,14,1,0.4424129,test,2,early_integration,very_hard
161,14,2,0.50489265,test,2,early_integration,very_hard
162,14,3,0.5193317,test,2,early_integration,very_hard
163,14,4,0.43796012,test,2,early_integration,very_hard
164,14,5,0.5228624,test,2,early_integration,very_hard
165,15,1,0.47693264,test,2,early_integration,very_hard
166,15,2,0.5918742,test,2,early_integration,very_hard
167,15,3,0.6277514,test,2,early_integration,very_hard
168,15,4,0.60297483,test,2,early_integration,very_hard
169,15,5,0.64262676,test,2,early_integration,very_hard
170,16,1,0.5060682,test,2,early_integration,very_hard
171,16,2,0.66248876,test,2,early_integration,very_hard
172,16,3,0.712997,test,2,early_integration,very_hard
173,16,4,0.68399626,test,2,early_integration,very_hard
0,11,1,0.0020724544,train,0,intermediate_integration,easy
1,11,2,0.0041389717,train,0,intermediate_integration,easy
2,11,3,4.5294306e-05,train,0,intermediate_integration,easy
3,11,4,1.094068e-05,train,0,intermediate_integration,easy
4,11,5,1.0517744e-05,train,0,intermediate_integration,easy
5,12,1,0.024731087,train,0,intermediate_integration,easy
6,12,2,0.028509445,train,0,intermediate_integration,easy
7,12,3,0.011154277,train,0,intermediate_integration,easy
8,12,4,0.00601808,train,0,intermediate_integration,easy
9,12,5,0.014404844,train,0,intermediate_integration,easy
10,13,1,0.13449918,train,0,intermediate_integration,easy
11,13,2,0.124329254,train,0,intermediate_integration,easy
12,13,3,0.11703875,train,0,intermediate_integration,easy
13,13,4,0.07255128,train,0,intermediate_integration,easy
14,13,5,0.10707817,train,0,intermediate_integration,easy
15,14,1,0.9499531,train,0,intermediate_integration,easy
16,14,2,0.96123886,train,0,intermediate_integration,easy
17,14,3,0.95759815,train,0,intermediate_integration,easy
18,14,4,0.9408339,train,0,intermediate_integration,easy
19,14,5,0.94704854,train,0,intermediate_integration,easy
20,15,1,0.990556,train,0,intermediate_integration,easy
21,15,2,0.99006814,train,0,intermediate_integration,easy
22,15,3,0.99281365,train,0,intermediate_integration,easy
23,15,4,0.99700993,train,0,intermediate_integration,easy
24,15,5,0.9992242,train,0,intermediate_integration,easy
25,16,1,0.99956113,train,0,intermediate_integration,easy
26,16,2,0.99940145,train,0,intermediate_integration,easy
27,16,3,0.9999675,train,0,intermediate_integration,easy
28,16,4,0.9997321,train,0,intermediate_integration,easy
29,11,1,0.0046800748,test,0,intermediate_integration,easy
30,11,2,0.0117031755,test,0,intermediate_integration,easy
31,11,3,5.6330864e-06,test,0,intermediate_integration,easy
32,11,4,0.00014842568,test,0,intermediate_integration,easy
33,11,5,7.604484e-06,test,0,intermediate_integration,easy
34,12,1,0.059163768,test,0,intermediate_integration,easy
35,12,2,0.059893616,test,0,intermediate_integration,easy
36,12,3,0.025804963,test,0,intermediate_integration,easy
37,12,4,0.0054546143,test,0,intermediate_integration,easy
38,12,5,0.029367918,test,0,intermediate_integration,easy
39,13,1,0.23726562,test,0,intermediate_integration,easy
40,13,2,0.20820546,test,0,intermediate_integration,easy
41,13,3,0.21433185,test,0,intermediate_integration,easy
42,13,4,0.09604646,test,0,intermediate_integration,easy
43,13,5,0.15186158,test,0,intermediate_integration,easy
44,14,1,0.8786238,test,0,intermediate_integration,easy
45,14,2,0.89477247,test,0,intermediate_integration,easy
46,14,3,0.9113541,test,0,intermediate_integration,easy
47,14,4,0.9012052,test,0,intermediate_integration,easy
48,14,5,0.91193825,test,0,intermediate_integration,easy
49,15,1,0.9796932,test,0,intermediate_integration,easy
50,15,2,0.98267514,test,0,intermediate_integration,easy
51,15,3,0.98001957,test,0,intermediate_integration,easy
52,15,4,0.9897418,test,0,intermediate_integration,easy
53,15,5,0.99516374,test,0,intermediate_integration,easy
54,16,1,0.9994491,test,0,intermediate_integration,easy
55,16,2,0.9977593,test,0,intermediate_integration,easy
56,16,3,0.99996465,test,0,intermediate_integration,easy
57,16,4,0.9994927,test,0,intermediate_integration,easy
58,11,1,0.001822164,train,1,intermediate_integration,easy
59,11,2,0.0016205561,train,1,intermediate_integration,easy
60,11,3,4.310326e-05,train,1,intermediate_integration,easy
61,11,4,8.2557584e-05,train,1,intermediate_integration,easy
62,11,5,8.696206e-05,train,1,intermediate_integration,easy
63,12,1,0.011249514,train,1,intermediate_integration,easy
64,12,2,0.017519064,train,1,intermediate_integration,easy
65,12,3,0.008183457,train,1,intermediate_integration,easy
66,12,4,0.005721292,train,1,intermediate_integration,easy
67,12,5,0.012506376,train,1,intermediate_integration,easy
68,13,1,0.08288629,train,1,intermediate_integration,easy
69,13,2,0.09001815,train,1,intermediate_integration,easy
70,13,3,0.11595135,train,1,intermediate_integration,easy
71,13,4,0.070818484,train,1,intermediate_integration,easy
72,13,5,0.11589811,train,1,intermediate_integration,easy
73,14,1,0.93419725,train,1,intermediate_integration,easy
74,14,2,0.9428739,train,1,intermediate_integration,easy
75,14,3,0.89882284,train,1,intermediate_integration,easy
76,14,4,0.8952455,train,1,intermediate_integration,easy
77,14,5,0.8942824,train,1,intermediate_integration,easy
78,15,1,0.98464894,train,1,intermediate_integration,easy
79,15,2,0.985561,train,1,intermediate_integration,easy
80,15,3,0.9917616,train,1,intermediate_integration,easy
81,15,4,0.98644483,train,1,intermediate_integration,easy
82,15,5,0.99312186,train,1,intermediate_integration,easy
83,16,1,0.99903876,train,1,intermediate_integration,easy
84,16,2,0.9987567,train,1,intermediate_integration,easy
85,16,3,0.99949765,train,1,intermediate_integration,easy
86,16,4,0.99970835,train,1,intermediate_integration,easy
87,11,1,0.001108333,test,1,intermediate_integration,easy
88,11,2,0.005550586,test,1,intermediate_integration,easy
89,11,3,0.00010304345,test,1,intermediate_integration,easy
90,11,4,5.1913226e-05,test,1,intermediate_integration,easy
91,11,5,8.499067e-05,test,1,intermediate_integration,easy
92,12,1,0.029237133,test,1,intermediate_integration,easy
93,12,2,0.024789466,test,1,intermediate_integration,easy
94,12,3,0.015556782,test,1,intermediate_integration,easy
95,12,4,0.006025506,test,1,intermediate_integration,easy
96,12,5,0.017397813,test,1,intermediate_integration,easy
97,13,1,0.14656846,test,1,intermediate_integration,easy
98,13,2,0.1475587,test,1,intermediate_integration,easy
99,13,3,0.17614754,test,1,intermediate_integration,easy
100,13,4,0.0717842,test,1,intermediate_integration,easy
101,13,5,0.14781135,test,1,intermediate_integration,easy
102,14,1,0.8370757,test,1,intermediate_integration,easy
103,14,2,0.8447978,test,1,intermediate_integration,easy
104,14,3,0.88059926,test,1,intermediate_integration,easy
105,14,4,0.8468043,test,1,intermediate_integration,easy
106,14,5,0.86762106,test,1,intermediate_integration,easy
107,15,1,0.96559995,test,1,intermediate_integration,easy
108,15,2,0.965425,test,1,intermediate_integration,easy
109,15,3,0.972984,test,1,intermediate_integration,easy
110,15,4,0.98280895,test,1,intermediate_integration,easy
111,15,5,0.9894347,test,1,intermediate_integration,easy
112,16,1,0.99894553,test,1,intermediate_integration,easy
113,16,2,0.9987505,test,1,intermediate_integration,easy
114,16,3,0.9984819,test,1,intermediate_integration,easy
115,16,4,0.99926645,test,1,intermediate_integration,easy
116,11,1,0.0034208752,train,2,intermediate_integration,easy
117,11,2,0.0038426984,train,2,intermediate_integration,easy
118,11,3,0.000117584605,train,2,intermediate_integration,easy
119,11,4,6.752683e-05,train,2,intermediate_integration,easy
120,11,5,0.00034565668,train,2,intermediate_integration,easy
121,12,1,0.036476426,train,2,intermediate_integration,easy
122,12,2,0.02840773,train,2,intermediate_integration,easy
123,12,3,0.0086075,train,2,intermediate_integration,easy
124,12,4,0.0057781115,train,2,intermediate_integration,easy
125,12,5,0.015006388,train,2,intermediate_integration,easy
126,13,1,0.12975708,train,2,intermediate_integration,easy
127,13,2,0.13714086,train,2,intermediate_integration,easy
128,13,3,0.11334699,train,2,intermediate_integration,easy
129,13,4,0.07002461,train,2,intermediate_integration,easy
130,13,5,0.12737839,train,2,intermediate_integration,easy
131,14,1,0.8918033,train,2,intermediate_integration,easy
132,14,2,0.8900748,train,2,intermediate_integration,easy
133,14,3,0.90653914,train,2,intermediate_integration,easy
134,14,4,0.88959587,train,2,intermediate_integration,easy
135,14,5,0.89948606,train,2,intermediate_integration,easy
136,15,1,0.9687839,train,2,intermediate_integration,easy
137,15,2,0.97951096,train,2,intermediate_integration,easy
138,15,3,0.98775345,train,2,intermediate_integration,easy
139,15,4,0.98913586,train,2,intermediate_integration,easy
140,15,5,0.99578905,train,2,intermediate_integration,easy
141,16,1,0.9976049,train,2,intermediate_integration,easy
142,16,2,0.9981942,train,2,intermediate_integration,easy
143,16,3,0.9995426,train,2,intermediate_integration,easy
144,16,4,0.9995397,train,2,intermediate_integration,easy
145,11,1,0.0021927543,test,2,intermediate_integration,easy
146,11,2,0.008078057,test,2,intermediate_integration,easy
147,11,3,8.554562e-05,test,2,intermediate_integration,easy
148,11,4,0.00015545581,test,2,intermediate_integration,easy
149,11,5,0.00025035368,test,2,intermediate_integration,easy
150,12,1,0.06024426,test,2,intermediate_integration,easy
151,12,2,0.03274592,test,2,intermediate_integration,easy
152,12,3,0.012588526,test,2,intermediate_integration,easy
153,12,4,0.004859789,test,2,intermediate_integration,easy
154,12,5,0.02366377,test,2,intermediate_integration,easy
155,13,1,0.19877411,test,2,intermediate_integration,easy
156,13,2,0.19936901,test,2,intermediate_integration,easy
157,13,3,0.1667401,test,2,intermediate_integration,easy
158,13,4,0.07661838,test,2,intermediate_integration,easy
159,13,5,0.15351816,test,2,intermediate_integration,easy
160,14,1,0.8311148,test,2,intermediate_integration,easy
161,14,2,0.8646528,test,2,intermediate_integration,easy
162,14,3,0.8878108,test,2,intermediate_integration,easy
163,14,4,0.848296,test,2,intermediate_integration,easy
164,14,5,0.87491053,test,2,intermediate_integration,easy
165,15,1,0.9592231,test,2,intermediate_integration,easy
166,15,2,0.94703007,test,2,intermediate_integration,easy
167,15,3,0.97816074,test,2,intermediate_integration,easy
168,15,4,0.9774422,test,2,intermediate_integration,easy
169,15,5,0.9944221,test,2,intermediate_integration,easy
170,16,1,0.99901134,test,2,intermediate_integration,easy
171,16,2,0.99934816,test,2,intermediate_integration,easy
172,16,3,0.9997775,test,2,intermediate_integration,easy
173,16,4,0.99963343,test,2,intermediate_integration,easy
0,11,1,0.007825769,train,0,intermediate_integration,medium
1,11,2,0.008579102,train,0,intermediate_integration,medium
2,11,3,0.0019165173,train,0,intermediate_integration,medium
3,11,4,0.0036141158,train,0,intermediate_integration,medium
4,11,5,0.008062625,train,0,intermediate_integration,medium
5,12,1,0.042209916,train,0,intermediate_integration,medium
6,12,2,0.028127352,train,0,intermediate_integration,medium
7,12,3,0.029469524,train,0,intermediate_integration,medium
8,12,4,0.028697034,train,0,intermediate_integration,medium
9,12,5,0.055560753,train,0,intermediate_integration,medium
10,13,1,0.15328453,train,0,intermediate_integration,medium
11,13,2,0.14458396,train,0,intermediate_integration,medium
12,13,3,0.20222743,train,0,intermediate_integration,medium
13,13,4,0.15809684,train,0,intermediate_integration,medium
14,13,5,0.22638118,train,0,intermediate_integration,medium
15,14,1,0.86576927,train,0,intermediate_integration,medium
16,14,2,0.8061328,train,0,intermediate_integration,medium
17,14,3,0.7767925,train,0,intermediate_integration,medium
18,14,4,0.77919143,train,0,intermediate_integration,medium
19,14,5,0.8151257,train,0,intermediate_integration,medium
20,15,1,0.94767207,train,0,intermediate_integration,medium
21,15,2,0.9395587,train,0,intermediate_integration,medium
22,15,3,0.94318265,train,0,intermediate_integration,medium
23,15,4,0.938421,train,0,intermediate_integration,medium
24,15,5,0.96233493,train,0,intermediate_integration,medium
25,16,1,0.98692626,train,0,intermediate_integration,medium
26,16,2,0.9914057,train,0,intermediate_integration,medium
27,16,3,0.99383646,train,0,intermediate_integration,medium
28,16,4,0.9944881,train,0,intermediate_integration,medium
29,11,1,0.015831267,test,0,intermediate_integration,medium
30,11,2,0.014358058,test,0,intermediate_integration,medium
31,11,3,0.0031874548,test,0,intermediate_integration,medium
32,11,4,0.006450576,test,0,intermediate_integration,medium
33,11,5,0.0077531724,test,0,intermediate_integration,medium
34,12,1,0.05537842,test,0,intermediate_integration,medium
35,12,2,0.09104709,test,0,intermediate_integration,medium
36,12,3,0.04102073,test,0,intermediate_integration,medium
37,12,4,0.029866097,test,0,intermediate_integration,medium
38,12,5,0.09215667,test,0,intermediate_integration,medium
39,13,1,0.22091463,test,0,intermediate_integration,medium
40,13,2,0.2154674,test,0,intermediate_integration,medium
41,13,3,0.25731704,test,0,intermediate_integration,medium
42,13,4,0.21323901,test,0,intermediate_integration,medium
43,13,5,0.30652875,test,0,intermediate_integration,medium
44,14,1,0.7452721,test,0,intermediate_integration,medium
45,14,2,0.66183734,test,0,intermediate_integration,medium
46,14,3,0.6911431,test,0,intermediate_integration,medium
47,14,4,0.7209305,test,0,intermediate_integration,medium
48,14,5,0.7471505,test,0,intermediate_integration,medium
49,15,1,0.8956817,test,0,intermediate_integration,medium
50,15,2,0.8927462,test,0,intermediate_integration,medium
51,15,3,0.90803075,test,0,intermediate_integration,medium
52,15,4,0.9052556,test,0,intermediate_integration,medium
53,15,5,0.9267947,test,0,intermediate_integration,medium
54,16,1,0.981921,test,0,intermediate_integration,medium
55,16,2,0.9654592,test,0,intermediate_integration,medium
56,16,3,0.98924,test,0,intermediate_integration,medium
57,16,4,0.9938429,test,0,intermediate_integration,medium
58,11,1,0.018208845,train,1,intermediate_integration,medium
59,11,2,0.018554015,train,1,intermediate_integration,medium
60,11,3,0.006813858,train,1,intermediate_integration,medium
61,11,4,0.0078349905,train,1,intermediate_integration,medium
62,11,5,0.01442734,train,1,intermediate_integration,medium
63,12,1,0.079705864,train,1,intermediate_integration,medium
64,12,2,0.07801898,train,1,intermediate_integration,medium
65,12,3,0.045639202,train,1,intermediate_integration,medium
66,12,4,0.04365254,train,1,intermediate_integration,medium
67,12,5,0.07385375,train,1,intermediate_integration,medium
68,13,1,0.28145483,train,1,intermediate_integration,medium
69,13,2,0.2346704,train,1,intermediate_integration,medium
70,13,3,0.25012982,train,1,intermediate_integration,medium
71,13,4,0.20144689,train,1,intermediate_integration,medium
72,13,5,0.28046915,train,1,intermediate_integration,medium
73,14,1,0.7291692,train,1,intermediate_integration,medium
74,14,2,0.7073428,train,1,intermediate_integration,medium
75,14,3,0.70182186,train,1,intermediate_integration,medium
76,14,4,0.6801486,train,1,intermediate_integration,medium
77,14,5,0.729965,train,1,intermediate_integration,medium
78,15,1,0.9155205,train,1,intermediate_integration,medium
79,15,2,0.88830864,train,1,intermediate_integration,medium
80,15,3,0.9248021,train,1,intermediate_integration,medium
81,15,4,0.92909503,train,1,intermediate_integration,medium
82,15,5,0.9451187,train,1,intermediate_integration,medium
83,16,1,0.9835774,train,1,intermediate_integration,medium
84,16,2,0.9766165,train,1,intermediate_integration,medium
85,16,3,0.98860097,train,1,intermediate_integration,medium
86,16,4,0.9865653,train,1,intermediate_integration,medium
87,11,1,0.018429002,test,1,intermediate_integration,medium
88,11,2,0.018438691,test,1,intermediate_integration,medium
89,11,3,0.0074620335,test,1,intermediate_integration,medium
90,11,4,0.0096592605,test,1,intermediate_integration,medium
91,11,5,0.010346164,test,1,intermediate_integration,medium
92,12,1,0.08094274,test,1,intermediate_integration,medium
93,12,2,0.09112001,test,1,intermediate_integration,medium
94,12,3,0.04701033,test,1,intermediate_integration,medium
95,12,4,0.051196128,test,1,intermediate_integration,medium
96,12,5,0.08703806,test,1,intermediate_integration,medium
97,13,1,0.26902333,test,1,intermediate_integration,medium
98,13,2,0.25059748,test,1,intermediate_integration,medium
99,13,3,0.2706342,test,1,intermediate_integration,medium
100,13,4,0.22992389,test,1,intermediate_integration,medium
101,13,5,0.32436714,test,1,intermediate_integration,medium
102,14,1,0.706132,test,1,intermediate_integration,medium
103,14,2,0.67622316,test,1,intermediate_integration,medium
104,14,3,0.6974361,test,1,intermediate_integration,medium
105,14,4,0.6674553,test,1,intermediate_integration,medium
106,14,5,0.7011045,test,1,intermediate_integration,medium
107,15,1,0.90337735,test,1,intermediate_integration,medium
108,15,2,0.88111156,test,1,intermediate_integration,medium
109,15,3,0.92411816,test,1,intermediate_integration,medium
110,15,4,0.9114269,test,1,intermediate_integration,medium
111,15,5,0.92087245,test,1,intermediate_integration,medium
112,16,1,0.9815051,test,1,intermediate_integration,medium
113,16,2,0.9693913,test,1,intermediate_integration,medium
114,16,3,0.98729527,test,1,intermediate_integration,medium
115,16,4,0.9862989,test,1,intermediate_integration,medium
116,11,1,0.006776449,train,2,intermediate_integration,medium
117,11,2,0.009520408,train,2,intermediate_integration,medium
118,11,3,0.0014699844,train,2,intermediate_integration,medium
119,11,4,0.0017905311,train,2,intermediate_integration,medium
120,11,5,0.0064287297,train,2,intermediate_integration,medium
121,12,1,0.05326927,train,2,intermediate_integration,medium
122,12,2,0.0378981,train,2,intermediate_integration,medium
123,12,3,0.03408165,train,2,intermediate_integration,medium
124,12,4,0.03336742,train,2,intermediate_integration,medium
125,12,5,0.050394367,train,2,intermediate_integration,medium
126,13,1,0.19971442,train,2,intermediate_integration,medium
127,13,2,0.16912599,train,2,intermediate_integration,medium
128,13,3,0.21778248,train,2,intermediate_integration,medium
129,13,4,0.17532186,train,2,intermediate_integration,medium
130,13,5,0.23567179,train,2,intermediate_integration,medium
131,14,1,0.84688675,train,2,intermediate_integration,medium
132,14,2,0.8762364,train,2,intermediate_integration,medium
133,14,3,0.8002399,train,2,intermediate_integration,medium
134,14,4,0.8263264,train,2,intermediate_integration,medium
135,14,5,0.8435053,train,2,intermediate_integration,medium
136,15,1,0.9609034,train,2,intermediate_integration,medium
137,15,2,0.9471142,train,2,intermediate_integration,medium
138,15,3,0.9498678,train,2,intermediate_integration,medium
139,15,4,0.9620635,train,2,intermediate_integration,medium
140,15,5,0.97857624,train,2,intermediate_integration,medium
141,16,1,0.9939557,train,2,intermediate_integration,medium
142,16,2,0.9919785,train,2,intermediate_integration,medium
143,16,3,0.9931042,train,2,intermediate_integration,medium
144,16,4,0.9931784,train,2,intermediate_integration,medium
145,11,1,0.01334349,test,2,intermediate_integration,medium
146,11,2,0.01908735,test,2,intermediate_integration,medium
147,11,3,0.0033753123,test,2,intermediate_integration,medium
148,11,4,0.0038299665,test,2,intermediate_integration,medium
149,11,5,0.0035551463,test,2,intermediate_integration,medium
150,12,1,0.11129472,test,2,intermediate_integration,medium
151,12,2,0.09525339,test,2,intermediate_integration,medium
152,12,3,0.06692871,test,2,intermediate_integration,medium
153,12,4,0.044344433,test,2,intermediate_integration,medium
154,12,5,0.09026579,test,2,intermediate_integration,medium
155,13,1,0.2960383,test,2,intermediate_integration,medium
156,13,2,0.29984057,test,2,intermediate_integration,medium
157,13,3,0.225343,test,2,intermediate_integration,medium
158,13,4,0.2484031,test,2,intermediate_integration,medium
159,13,5,0.31569257,test,2,intermediate_integration,medium
160,14,1,0.7538016,test,2,intermediate_integration,medium
161,14,2,0.72959656,test,2,intermediate_integration,medium
162,14,3,0.75153005,test,2,intermediate_integration,medium
163,14,4,0.7739693,test,2,intermediate_integration,medium
164,14,5,0.7626611,test,2,intermediate_integration,medium
165,15,1,0.9267044,test,2,intermediate_integration,medium
166,15,2,0.9029236,test,2,intermediate_integration,medium
167,15,3,0.9414591,test,2,intermediate_integration,medium
168,15,4,0.9455937,test,2,intermediate_integration,medium
169,15,5,0.96217185,test,2,intermediate_integration,medium
170,16,1,0.99227875,test,2,intermediate_integration,medium
171,16,2,0.9809115,test,2,intermediate_integration,medium
172,16,3,0.9915346,test,2,intermediate_integration,medium
173,16,4,0.985325,test,2,intermediate_integration,medium
0,11,1,0.045943886,train,0,intermediate_integration,hard
1,11,2,0.053849675,train,0,intermediate_integration,hard
2,11,3,0.020027857,train,0,intermediate_integration,hard
3,11,4,0.013409808,train,0,intermediate_integration,hard
4,11,5,0.030268205,train,0,intermediate_integration,hard
5,12,1,0.13226299,train,0,intermediate_integration,hard
6,12,2,0.16825467,train,0,intermediate_integration,hard
7,12,3,0.08377957,train,0,intermediate_integration,hard
8,12,4,0.08280763,train,0,intermediate_integration,hard
9,12,5,0.13307697,train,0,intermediate_integration,hard
10,13,1,0.36766702,train,0,intermediate_integration,hard
11,13,2,0.35521406,train,0,intermediate_integration,hard
12,13,3,0.3325064,train,0,intermediate_integration,hard
13,13,4,0.28882343,train,0,intermediate_integration,hard
14,13,5,0.3552848,train,0,intermediate_integration,hard
15,14,1,0.7812535,train,0,intermediate_integration,hard
16,14,2,0.74707115,train,0,intermediate_integration,hard
17,14,3,0.7773718,train,0,intermediate_integration,hard
18,14,4,0.76210773,train,0,intermediate_integration,hard
19,14,5,0.8125946,train,0,intermediate_integration,hard
20,15,1,0.90378654,train,0,intermediate_integration,hard
21,15,2,0.8933156,train,0,intermediate_integration,hard
22,15,3,0.9479798,train,0,intermediate_integration,hard
23,15,4,0.9348661,train,0,intermediate_integration,hard
24,15,5,0.95175946,train,0,intermediate_integration,hard
25,16,1,0.98103905,train,0,intermediate_integration,hard
26,16,2,0.9719452,train,0,intermediate_integration,hard
27,16,3,0.988629,train,0,intermediate_integration,hard
28,16,4,0.9878783,train,0,intermediate_integration,hard
29,11,1,0.066243544,test,0,intermediate_integration,hard
30,11,2,0.07533901,test,0,intermediate_integration,hard
31,11,3,0.029686032,test,0,intermediate_integration,hard
32,11,4,0.020820485,test,0,intermediate_integration,hard
33,11,5,0.038898937,test,0,intermediate_integration,hard
34,12,1,0.17277685,test,0,intermediate_integration,hard
35,12,2,0.21714425,test,0,intermediate_integration,hard
36,12,3,0.10430191,test,0,intermediate_integration,hard
37,12,4,0.10489492,test,0,intermediate_integration,hard
38,12,5,0.18891685,test,0,intermediate_integration,hard
39,13,1,0.40698278,test,0,intermediate_integration,hard
40,13,2,0.41689906,test,0,intermediate_integration,hard
41,13,3,0.3518143,test,0,intermediate_integration,hard
