type,set,mean_mean,var_mean,guess_rate_mean,lapse_rate_mean,mean_std,var_std,guess_rate_std,lapse_rate_std,n
1,test,13.442033596490603,1.5776051445429091,0.020097000454057153,0.01775674890094719,0.12268162572049314,0.2744097671501003,0.010958257310881304,0.008643752208577644,3
1,train,13.466552209429036,0.5191032631212181,0.04999999999953547,0.04999999999690255,0.021887669174707247,0.09172966126420024,6.197841849875534e-13,4.281320756529815e-12,2
2,test,13.437133148252782,1.5969772653862695,0.02510106792661071,0.021027440789521522,0.24023738854873677,0.19834968416976959,0.013506714006465846,0.010161815105518305,3
2,train,13.456475288257465,0.7070712080304696,0.047410373260850854,0.043578836645332075,0.09885424736134714,0.2956607213333707,0.004485365083684836,0.011121781173746532,3
3,test,13.51920776367166,0.9873603088373167,0.01540150797831259,0.023903307021856186,0.11398602619013717,0.039642856373162914,0.007763607320560539,0.018613331468262058,3
3,train,13.464801093896975,0.6933942368300189,0.01990623133979171,0.025036983045572253,0.092035478747242,0.13877747444238472,0.004252057343094406,0.008501136228857505,3
4,test,13.600134685628518,0.9616554544117412,0.01735079292242455,0.029258485174190066,0.0807007718576904,0.019742333199768015,0.009477770902037434,0.017212798760999237,3
4,train,13.532174775338747,0.6560724311018445,0.01974613553183859,0.03128820740648388,0.08557939077915579,0.13883011339733858,0.00630605421050549,0.008001640618974624,3
5,test,13.39584673257662,1.1594328044631963,0.027469287703684703,0.010000000074825252,0.1265437545514714,0.05141756658510944,0.02044835887212184,1.295889771298951e-10,3
5,train,13.408670599195185,0.6453876488245922,0.04725872283583473,0.03821175149979869,0.09607739852275565,0.16069983607503638,0.004748031325851653,0.015386455261580301,3
