,type,mean,var,guess_rate,lapse_rate,model,set,subject
0,5,,,,,,train,0
1,3,13.493505714182424,0.1895686819078135,0.010000000000000002,0.010000000000000002,PsychometricCurve(model='wh'),train,0
2,2,13.469846701187093,0.25456441307735317,0.010000000000000002,0.010000000000000002,PsychometricCurve(model='wh'),train,0
3,4,13.51605504185075,0.18366402054051195,0.010000000000000661,0.010000000000000009,PsychometricCurve(model='wh'),train,0
4,1,13.524174028876986,0.2431830331834877,0.010000000000055397,0.010000000000013755,PsychometricCurve(model='wh'),train,0
5,3,13.480971699305014,0.26350761484319096,0.010000000000000002,0.010000000000016426,PsychometricCurve(model='wh'),test,0
6,5,13.525589775433703,0.2367425088035211,0.010000000000000002,0.010000000000000002,PsychometricCurve(model='wh'),test,0
7,2,13.50224001072608,0.35368179252569754,0.010000000000000002,0.010000000000000002,PsychometricCurve(model='wh'),test,0
8,4,13.5084790482913,0.23542292690880504,0.01000000000000067,0.010000000000269042,PsychometricCurve(model='wh'),test,0
9,1,13.536408292684865,0.37502611843919004,0.010000000000000155,0.010000000000001919,PsychometricCurve(model='wh'),test,0
10,5,13.791594046840034,0.09563985303393625,0.010000000000257091,0.01000000000060582,PsychometricCurve(model='wh'),train,1
11,3,13.782498920222274,0.08474228192717462,0.01000000000001324,0.010000000000000194,PsychometricCurve(model='wh'),train,1
12,2,13.521001897895752,0.2347359597753619,0.010000000000000002,0.010000000000000002,PsychometricCurve(model='wh'),train,1
13,4,13.819857206831998,0.08296130264400835,0.010000000000000002,0.010000000000000002,PsychometricCurve(model='wh'),train,1
14,1,13.85975684742543,0.0676353329873447,0.010000000000000002,0.010000000000000002,PsychometricCurve(model='wh'),train,1
15,3,13.523432088771651,0.26365329506500623,0.010000000000000942,0.010000000091146315,PsychometricCurve(model='wh'),test,1
16,5,13.611097933468784,0.22006153313721355,0.010000000000000018,0.010000000000000002,PsychometricCurve(model='wh'),test,1
17,2,13.502088173794894,0.3320030562497922,0.010000000000000002,0.010000000000000002,PsychometricCurve(model='wh'),test,1
18,4,13.852482096881587,0.08534757547035282,0.010000000000000083,0.010000000000000002,PsychometricCurve(model='wh'),test,1
19,1,13.602501010878061,0.2836274095458469,0.010000000000000002,0.010000000000000021,PsychometricCurve(model='wh'),test,1
20,5,13.40795911501154,0.19077916593187977,0.010000000000000002,0.010000000000000004,PsychometricCurve(model='wh'),train,2
21,3,13.19990377151905,0.0988976100838527,0.010000000000000002,0.010000000000000002,PsychometricCurve(model='wh'),train,2
22,2,13.398748050829182,0.22789822815416963,0.010000000000000002,0.010000000000000002,PsychometricCurve(model='wh'),train,2
23,4,13.47311542720255,0.21299989592040558,0.010000000000000002,0.010000000000000002,PsychometricCurve(model='wh'),train,2
24,1,13.430355499442765,0.25190547608046004,0.010000000000037318,0.010000000000065127,PsychometricCurve(model='wh'),train,2
25,3,13.407445663464273,0.24757442461378484,0.010000000000000002,0.010000000000000002,PsychometricCurve(model='wh'),test,2
26,5,13.462814058002003,0.24507432044231842,0.010000000000000002,0.010000000000000002,PsychometricCurve(model='wh'),test,2
27,2,13.409517775877063,0.2914312218351165,0.010000000000012063,0.01000000000013905,PsychometricCurve(model='wh'),test,2
28,4,13.486545787550508,0.23411709281324614,0.010000000000000092,0.010000000000203233,PsychometricCurve(model='wh'),test,2
29,1,13.42566973991716,0.32528718571291276,0.010000000000000005,0.010000000000000002,PsychometricCurve(model='wh'),test,2
