,agg_y_rate,type,preds_dec,set,subject
153,12,4,0.00014837617,test,2
154,12,5,0.0023883688,test,2
155,13,1,0.103427835,test,2
156,13,2,0.08838192,test,2
157,13,3,0.058909453,test,2
158,13,4,0.02846786,test,2
159,13,5,0.038892202,test,2
160,14,1,0.95204496,test,2
161,14,2,0.9690526,test,2
162,14,3,0.9818213,test,2
163,14,4,0.9761347,test,2
164,14,5,0.97609156,test,2
165,15,1,0.9891194,test,2
166,15,2,0.9969421,test,2
167,15,3,0.99483323,test,2
168,15,4,0.9977132,test,2
169,15,5,0.9998604,test,2
170,16,1,0.99999,test,2
171,16,2,0.99999994,test,2
172,16,3,0.99999535,test,2
173,16,4,1.0,test,2
