set,dec_accuracy_mean,rate_loss_mean,dec_accuracy_std,rate_loss_std,dec_accuracy_n,rate_loss_n
test,0.6717333333333334,2.5968562761942544,0.031553816462249556,0.5693651614203965,3,3
train,0.8268833333333333,1.3496745427449544,0.03307118584709855,0.04239922694331932,3,3
