set,dec_accuracy_mean,rate_loss_mean,dec_accuracy_std,rate_loss_std,dec_accuracy_n,rate_loss_n
test,0.6362,3.180512030919393,0.014752287958143958,0.32094027347565673,3,3
train,0.8423666666666666,1.4589998324712117,0.012382808983963777,0.060113761711478156,3,3
